"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
281,110.3431109552,-7.5393362755,622.842,51.696,14474.8,51.967,14497.9,5.9,10.3%,1
282,110.3435793698,-7.5393363913,626.567,51.696,14526.5,51.83,14549.7,4.1,7.2%,1
283,110.3440477845,-7.5393365066,628.144,51.696,14578.2,51.72,14601.4,1.7,3.1%,1
284,110.3445161991,-7.5393366215,630.87,51.696,14629.9,51.768,14653.2,3.0,5.3%,1
285,110.3449846138,-7.5393367358,633.714,51.696,14681.6,51.774,14705,3.1,5.5%,1
286,110.3454530284,-7.5393368496,637.262,51.696,14733.3,51.818,14756.8,3.9,6.9%,1
287,110.3459214431,-7.5393369629,640.829,51.696,14785,51.819,14808.6,3.9,6.9%,1
288,110.3463898578,-7.5393370757,643.006,51.696,14836.7,51.742,14860.3,2.4,4.2%,1
289,110.3468582724,-7.5393371881,645.993,51.696,14888.4,51.782,14912.1,3.3,5.8%,1
290,110.3473266871,-7.5393372999,645.528,51.696,14940.1,51.698,14963.8,0.5,0.9%,1
291,110.3477951017,-7.5393374112,647,51.696,14991.8,51.717,15015.5,1.6,2.8%,1
292,110.3482635164,-7.5393375220,647.461,51.696,15043.5,51.698,15067.2,0.5,0.9%,1
293,110.3487319310,-7.5393376323,651.305,51.696,15095.2,51.839,15119.1,4.3,7.4%,1
294,110.3492003457,-7.5393377421,654.505,51.696,15146.9,51.795,15170.9,3.5,6.2%,1
295,110.3496687604,-7.5393378514,656.191,51.696,15198.6,51.723,15222.6,1.9,3.3%,1
296,110.3501371750,-7.5393379602,657.798,51.696,15250.3,51.721,15274.3,1.8,3.1%,1
297,110.3506055897,-7.5393380685,660.483,51.696,15302,51.766,15326.1,3.0,5.2%,1
298,110.3510740043,-7.5393381763,662.815,51.696,15353.7,51.748,15377.8,2.6,4.5%,1
299,110.3515424190,-7.5393382836,666.317,51.696,15405.4,51.814,15429.7,3.9,6.8%,1
300,110.3520108337,-7.5393383904,670.008,51.696,15457.1,51.827,15481.5,4.1,7.1%,1
301,110.3524792483,-7.5393384967,673.851,51.696,15508.8,51.839,15533.3,4.3,7.4%,1
302,110.3529476630,-7.5393386025,674.379,51.696,15560.5,51.699,15585,0.6,1.0%,1
303,110.3534160777,-7.5393387078,678.513,51.696,15612.2,51.861,15636.9,4.6,8.0%,1
304,110.3538844923,-7.5393388126,680.994,51.696,15663.9,51.755,15688.6,2.7,4.8%,1
305,110.3543529070,-7.5393389169,684.757,51.696,15715.5,51.833,15740.5,4.2,7.3%,1
306,110.3548213216,-7.5393390207,685.399,51.696,15767.2,51.7,15792.2,0.7,1.2%,1
307,110.3552897363,-7.5393391240,687.508,51.696,15818.9,51.739,15843.9,2.3,4.1%,1
308,110.3557581510,-7.5393392268,691.285,51.696,15870.6,51.834,15895.7,4.2,7.3%,1
309,110.3562265656,-7.5393393291,694.367,51.696,15922.3,51.788,15947.5,3.4,6.0%,1
310,110.3566949803,-7.5393394309,698.306,51.696,15974,51.846,15999.4,4.4,7.6%,1
311,110.3571633950,-7.5393395321,702.576,51.696,16025.7,51.872,16051.2,4.7,8.3%,1
312,110.3576318096,-7.5393396329,704.147,51.696,16077.4,51.72,16103,1.7,3.0%,1
313,110.3581002243,-7.5393397332,709.261,51.696,16129.1,51.948,16154.9,5.6,9.9%,1
314,110.3585686389,-7.5393398330,709.776,51.696,16180.8,51.698,16206.6,0.6,1.0%,1
315,110.3590370536,-7.5393399323,714.423,51.696,16232.5,51.904,16258.5,5.1,9.0%,1
316,110.3595054683,-7.5393400310,718.863,51.696,16284.2,51.886,16310.4,4.9,8.6%,1
317,110.3599738829,-7.5393401293,716.564,51.696,16335.9,51.747,16362.1,2.5,4.4%,1
318,110.3604422976,-7.5393402271,720.337,51.696,16387.6,51.833,16414,4.2,7.3%,1
319,110.3609107123,-7.5393403244,726.896,51.696,16439.3,52.11,16466.1,7.2,12.7%,1
320,110.3613791269,-7.5393404211,728.194,51.696,16491,51.712,16517.8,1.4,2.5%,1
321,110.3618475416,-7.5393405174,731.059,51.696,16542.7,51.775,16569.6,3.2,5.5%,1
322,110.3623159563,-7.5393406132,734.509,51.696,16594.4,51.811,16621.4,3.8,6.7%,1
323,110.3627843709,-7.5393407084,737.295,51.696,16646.1,51.771,16673.2,3.1,5.4%,1
324,110.3632527856,-7.5393408032,740.95,51.696,16697.8,51.825,16725,4.0,7.1%,1
325,110.3637212003,-7.5393408975,742.29,51.696,16749.5,51.713,16776.7,1.5,2.6%,1
326,110.3641896149,-7.5393409912,746.448,51.696,16801.2,51.863,16828.6,4.6,8.0%,1
327,110.3646580296,-7.5393410845,752.906,51.696,16852.9,52.098,16880.7,7.1,12.5%,1
328,110.3651264443,-7.5393411773,757.568,51.696,16904.6,51.906,16932.6,5.2,9.0%,1
329,110.3655948589,-7.5393412695,761.194,51.696,16956.2,51.823,16984.4,4.0,7.0%,1
330,110.3660632736,-7.5393413613,762.892,51.696,17007.9,51.724,17036.1,1.9,3.3%,1
331,110.3665316883,-7.5393414525,763.657,51.696,17059.6,51.702,17087.8,0.8,1.5%,1
332,110.3670001029,-7.5393415433,768.483,51.696,17111.3,51.921,17139.7,5.3,9.3%,1
333,110.3674685176,-7.5393416335,771.561,51.696,17163,51.787,17191.5,3.4,6.0%,1
334,110.3679369323,-7.5393417233,773.887,51.696,17214.7,51.748,17243.3,2.6,4.5%,1
335,110.3684053469,-7.5393418125,778.763,51.696,17266.4,51.925,17295.2,5.4,9.4%,1
336,110.3688737616,-7.5393419013,784.488,51.696,17318.1,52.012,17347.2,6.3,11.1%,1
337,110.3693421763,-7.5393419895,785.602,51.696,17369.8,51.708,17398.9,1.2,2.2%,1
338,110.3698105909,-7.5393420773,788.088,51.696,17421.5,51.756,17450.7,2.8,4.8%,1
339,110.3702790056,-7.5393421645,791.268,51.696,17473.2,51.794,17502.5,3.5,6.2%,1
340,110.3707474203,-7.5393422513,793.646,51.696,17524.9,51.751,17554.2,2.6,4.6%,1
341,110.3712158350,-7.5393423375,797.386,51.696,17576.6,51.831,17606,4.1,7.2%,1
342,110.3716842496,-7.5393424233,803.637,51.696,17628.3,52.072,17658.1,6.9,12.1%,1
343,110.3721526643,-7.5393425085,809.132,51.696,17680,51.987,17710.1,6.1,10.6%,1
344,110.3726210790,-7.5393425932,812.624,51.696,17731.7,51.814,17761.9,3.9,6.8%,1
345,110.3730894936,-7.5393426775,812.711,51.696,17783.4,51.696,17813.6,0.1,0.2%,1
346,110.3735579083,-7.5393427612,818.919,51.696,17835.1,52.067,17865.7,6.8,12.0%,1
347,110.3740263230,-7.5393428444,823.428,51.696,17886.8,51.892,17917.6,5.0,8.7%,1
348,110.3744947376,-7.5393429272,830.905,51.696,17938.5,52.234,17969.8,8.2,14.5%,1
349,110.3749631523,-7.5393430094,836.184,51.696,17990.2,51.965,18021.8,5.8,10.2%,1
350,110.3754315670,-7.5393430911,840.781,51.696,18041.9,51.9,18073.7,5.1,8.9%,1
351,110.3758999817,-7.5393431724,845.125,51.696,18093.6,51.878,18125.5,4.8,8.4%,1
352,110.3763683963,-7.5393432531,844.953,51.696,18145.3,51.696,18177.2,0.2,0.3%,1
353,110.3768368110,-7.5393433333,849.591,51.696,18196.9,51.904,18229.1,5.1,9.0%,1
354,110.3773052257,-7.5393434130,854.044,51.696,18248.6,51.887,18281,4.9,8.6%,1
355,110.3777736403,-7.5393434923,856.97,51.696,18300.3,51.779,18332.8,3.2,5.7%,1
356,110.3782420550,-7.5393435710,860.278,51.696,18352,51.802,18384.6,3.7,6.4%,1
357,110.3787104697,-7.5393436492,864.659,51.696,18403.7,51.881,18436.5,4.8,8.5%,1
358,110.3791788844,-7.5393437269,871.725,51.696,18455.4,52.177,18488.7,7.8,13.7%,1
359,110.3796472990,-7.5393438041,875.363,51.696,18507.1,51.824,18540.5,4.0,7.0%,1
360,110.3801157137,-7.5393438809,879.039,51.696,18558.8,51.826,18592.3,4.1,7.1%,1
361,110.3805841284,-7.5393439571,885.984,51.696,18610.5,52.16,18644.5,7.7,13.4%,1
362,110.3810525430,-7.5393440328,892.661,51.696,18662.2,52.125,18696.6,7.4,12.9%,1
363,110.3815209577,-7.5393441080,893.67,51.696,18713.9,51.706,18748.3,1.1,2.0%,1
364,110.3819893724,-7.5393441827,895.414,51.696,18765.6,51.725,18800,1.9,3.4%,1
365,110.3824577871,-7.5393442569,901.78,51.696,18817.3,52.086,18852.1,7.0,12.3%,1
366,110.3829262017,-7.5393443306,906.099,51.696,18869,51.876,18904,4.8,8.4%,1
367,110.3833946164,-7.5393444038,911.582,51.696,18920.7,51.986,18956,6.1,10.6%,1
368,110.3838630311,-7.5393444765,915.78,51.696,18972.4,51.866,19007.9,4.6,8.1%,1
369,110.3843314458,-7.5393445487,921.025,51.696,19024.1,51.961,19059.8,5.8,10.1%,1
370,110.3847998604,-7.5393446204,925.177,51.696,19075.8,51.862,19111.7,4.6,8.0%,1
371,110.3852682751,-7.5393446916,927.944,51.696,19127.5,51.77,19163.4,3.1,5.4%,1
372,110.3857366898,-7.5393447623,933.304,51.696,19179.2,51.973,19215.4,5.9,10.4%,1
373,110.3862051045,-7.5393448325,938.894,51.696,19230.9,51.997,19267.4,6.2,10.8%,1
374,110.3866735191,-7.5393449022,940.367,51.696,19282.6,51.717,19319.1,1.6,2.9%,1
375,110.3871419338,-7.5393449714,941.427,51.696,19334.3,51.707,19370.8,1.2,2.1%,1
376,110.3876103485,-7.5393450401,942.113,51.696,19386,51.7,19422.5,0.8,1.3%,1
377,110.3880787632,-7.5393451083,947.932,51.696,19437.7,52.022,19474.6,6.4,11.3%,1
378,110.3885471778,-7.5393451760,953.429,51.696,19489.3,51.987,19526.6,6.1,10.6%,1
379,110.3890155925,-7.5393452432,955.764,51.696,19541,51.749,19578.3,2.6,4.5%,1
380,110.3894840072,-7.5393453099,960.478,51.696,19592.7,51.91,19630.2,5.2,9.1%,1
381,110.3899524219,-7.5393453761,964.185,51.696,19644.4,51.829,19682,4.1,7.2%,1
382,110.3904208365,-7.5393454417,968.169,51.696,19696.1,51.849,19733.9,4.4,7.7%,1
383,110.3908892512,-7.5393455069,971.319,51.696,19747.8,51.792,19785.7,3.5,6.1%,1
384,110.3913576659,-7.5393455716,977.234,51.696,19799.5,52.033,19837.7,6.5,11.4%,1
385,110.3918260806,-7.5393456358,980.029,51.696,19851.2,51.771,19889.5,3.1,5.4%,1
386,110.3922944952,-7.5393456995,980.885,51.696,19902.9,51.703,19941.2,0.9,1.7%,1
387,110.3927629099,-7.5393457626,988.806,51.696,19954.6,52.299,19993.5,8.7,15.3%,1
388,110.3932313246,-7.5393458253,1000.92,51.696,20006.3,53.096,20046.6,13.2,23.4%,1
389,110.3936997393,-7.5393458875,1007.815,51.696,20058,52.154,20098.7,7.6,13.3%,1
390,110.3941681540,-7.5393459492,1008.807,51.696,20109.7,51.705,20150.4,1.1,1.9%,1
391,110.3946365686,-7.5393460103,1009.701,51.696,20161.4,51.704,20202.1,1.0,1.7%,1
392,110.3951049833,-7.5393460710,1012.267,51.696,20213.1,51.76,20253.9,2.8,5.0%,1
393,110.3955733980,-7.5393461312,1018.884,51.696,20264.8,52.118,20306,7.3,12.8%,1
394,110.3960418127,-7.5393461908,1031.007,51.696,20316.5,53.098,20359.1,13.2,23.5%,1
395,110.3965102273,-7.5393462500,1043.924,51.696,20368.2,53.285,20412.4,14.0,25.0%,1
396,110.3969786420,-7.5393463087,1051.426,51.696,20419.9,52.237,20464.6,8.3,14.5%,1
397,110.3974470567,-7.5393463668,1059.271,51.696,20471.6,52.288,20516.9,8.6,15.2%,1
398,110.3979154714,-7.5393464245,1066.849,51.696,20523.3,52.248,20569.2,8.3,14.7%,1
399,110.3983838861,-7.5393464817,1072.112,51.696,20575,51.963,20621.1,5.8,10.2%,1
400,110.3988523007,-7.5393465383,1076.597,51.696,20626.7,51.89,20673,5.0,8.7%,1
401,110.3993207154,-7.5393465945,1078.947,51.696,20678.4,51.749,20724.8,2.6,4.5%,1
402,110.3997891301,-7.5393466501,1082.406,51.696,20730,51.812,20776.6,3.8,6.7%,1
403,110.4002575448,-7.5393467053,1094.868,51.696,20781.7,53.177,20829.8,13.6,24.1%,1
404,110.4007259595,-7.5393467599,1097.137,51.696,20833.4,51.746,20881.5,2.5,4.4%,1
405,110.4011943741,-7.5393468141,1101.655,51.696,20885.1,51.893,20933.4,5.0,8.7%,1
406,110.4016627888,-7.5393468678,1109.246,51.696,20936.8,52.25,20985.7,8.4,14.7%,1
407,110.4021312035,-7.5393469209,1116.347,51.696,20988.5,52.181,21037.8,7.8,13.7%,1
408,110.4025996182,-7.5393469735,1121.649,51.696,21040.2,51.967,21089.8,5.9,10.3%,1
409,110.4030680328,-7.5393470257,1133.083,51.696,21091.9,52.945,21142.8,12.5,22.1%,1
410,110.4035364475,-7.5393470773,1137.886,51.696,21143.6,51.919,21194.7,5.3,9.3%,1
411,110.4040048622,-7.5393471285,1149.018,51.696,21195.3,52.881,21247.6,12.2,21.5%,1
412,110.4044732769,-7.5393471791,1156.947,51.696,21247,52.3,21299.9,8.7,15.3%,1
413,110.4049416916,-7.5393472293,1163.348,51.696,21298.7,52.091,21351.9,7.1,12.4%,1
414,110.4054101062,-7.5393472789,1173.593,51.696,21350.4,52.701,21404.6,11.2,19.8%,1
415,110.4058785209,-7.5393473280,1181.057,51.696,21402.1,52.232,21456.9,8.2,14.4%,1
416,110.4063469356,-7.5393473767,1187.496,51.696,21453.8,52.095,21509,7.1,12.5%,1
417,110.4068153503,-7.5393474248,1196.188,51.696,21505.5,52.422,21561.4,9.5,16.8%,1
418,110.4072837650,-7.5393474724,1205.487,51.696,21557.2,52.525,21613.9,10.2,18.0%,1
419,110.4077521797,-7.5393475196,1213.916,51.696,21608.9,52.379,21666.3,9.3,16.3%,1
420,110.4082205943,-7.5393475662,1223.224,51.696,21660.6,52.527,21718.8,10.2,18.0%,1
421,110.4086890090,-7.5393476123,1230.583,51.696,21712.3,52.217,21771,8.1,14.2%,1
422,110.4091574237,-7.5393476580,1236.137,51.696,21764,51.993,21823,6.1,10.7%,1
423,110.4096258384,-7.5393477031,1249.827,51.696,21815.7,53.478,21876.5,14.8,26.5%,1
424,110.4100942531,-7.5393477477,1257.927,51.696,21867.4,52.327,21928.8,8.9,15.7%,1
425,110.4105626677,-7.5393477918,1268.244,51.696,21919.1,52.715,21981.6,11.3,20.0%,1
426,110.4110310824,-7.5393478355,1279.41,51.696,21970.7,52.888,22034.4,12.2,21.6%,1
427,110.4114994971,-7.5393478786,1287.842,51.696,22022.4,52.379,22086.8,9.3,16.3%,1
428,110.4119679118,-7.5393479212,1298.999,51.696,22074.1,52.886,22139.7,12.2,21.6%,1
429,110.4124363265,-7.5393479633,1306.15,51.696,22125.8,52.188,22191.9,7.9,13.8%,1
430,110.4129047411,-7.5393480049,1311.679,51.696,22177.5,51.991,22243.9,6.1,10.7%,1
431,110.4133731558,-7.5393480461,1313.556,51.696,22229.2,51.73,22295.6,2.1,3.6%,1
432,110.4138415705,-7.5393480867,1319.207,51.696,22280.9,52.004,22347.6,6.2,10.9%,1
433,110.4143099852,-7.5393481268,1328.026,51.696,22332.6,52.443,22400.1,9.7,17.1%,1
434,110.4147783999,-7.5393481664,1336.592,51.696,22384.3,52.401,22452.5,9.4,16.6%,1
435,110.4152468146,-7.5393482055,1354.706,51.696,22436,54.778,22507.2,19.3,35.0%,1
436,110.4157152292,-7.5393482441,1356.476,51.696,22487.7,51.726,22559,2.0,3.4%,1
437,110.4161836439,-7.5393482822,1362.116,51.696,22539.4,52.003,22611,6.2,10.9%,1
438,110.4166520586,-7.5393483198,1368.158,51.696,22591.1,52.048,22663,6.7,11.7%,1
439,110.4171204733,-7.5393483569,1381.612,51.696,22642.8,53.418,22716.4,14.6,26.0%,1
440,110.4175888880,-7.5393483935,1402.58,51.696,22694.5,55.787,22772.2,22.1,40.6%,1
441,110.4180573026,-7.5393484296,1415.258,51.696,22746.2,53.228,22825.5,13.8,24.5%,1
442,110.4185257173,-7.5393484652,1423.071,51.696,22797.9,52.283,22877.7,8.6,15.1%,1
443,110.4189941320,-7.5393485003,1433.376,51.696,22849.6,52.713,22930.4,11.3,19.9%,1
444,110.4194625467,-7.5393485349,1444.71,51.696,22901.3,52.924,22983.4,12.4,21.9%,1
445,110.4199309614,-7.5393485690,1456.894,51.696,22953,53.112,23036.5,13.3,23.6%,1
446,110.4203993761,-7.5393486026,1461.577,51.696,23004.7,51.908,23088.4,5.2,9.1%,1
447,110.4208677907,-7.5393486357,1466.446,51.696,23056.4,51.925,23140.3,5.4,9.4%,1
448,110.4213362054,-7.5393486683,1477.707,51.696,23108.1,52.908,23193.2,12.3,21.8%,1
449,110.4218046201,-7.5393487004,1486.32,51.696,23159.8,52.409,23245.6,9.5,16.7%,1
450,110.4222730348,-7.5393487320,1500.949,51.696,23211.4,53.726,23299.4,15.8,28.3%,1
451,110.4227414495,-7.5393487631,1518.348,51.696,23263.1,54.545,23353.9,18.6,33.7%,1
452,110.4232098642,-7.5393487937,1534.22,51.696,23314.8,54.078,23408,17.1,30.7%,1
453,110.4236782788,-7.5393488237,1544.673,51.696,23366.5,52.742,23460.7,11.4,20.2%,1
454,110.4241466935,-7.5393488533,1559.064,51.696,23418.2,53.661,23514.4,15.6,27.8%,1
455,110.4246151082,-7.5393488824,1584.935,51.696,23469.9,57.808,23572.2,26.6,50.0%,1
456,110.4250835229,-7.5393489110,1602.277,51.696,23521.6,54.527,23626.7,18.5,33.5%,1
457,110.4255519376,-7.5393489391,1617.646,51.696,23573.3,53.932,23680.7,16.6,29.7%,1
458,110.4260203523,-7.5393489666,1634.923,51.696,23625,54.506,23735.2,18.5,33.4%,1
459,110.4264887669,-7.5393489937,1654.015,51.696,23676.7,55.109,23790.3,20.3,36.9%,1
460,110.4269571816,-7.5393490203,1666.847,51.696,23728.4,53.265,23843.5,13.9,24.8%,1
461,110.4274255963,-7.5393490464,1686.663,51.696,23780.1,55.364,23898.9,21.0,38.3%,1
462,110.4278940110,-7.5393490719,1708.017,51.696,23831.8,55.932,23954.8,22.4,41.3%,1
463,110.4283624257,-7.5393490970,1729.601,51.696,23883.5,56.021,24010.8,22.7,41.8%,1
464,110.4288308404,-7.5393491216,1754.424,51.696,23935.2,57.346,24068.2,25.6,48.0%,1
465,110.4292992550,-7.5393491456,1770.743,51.696,23986.9,54.211,24122.4,17.5,31.6%,1
466,110.4297676697,-7.5393491692,1795.356,51.696,24038.6,57.256,24179.7,25.5,47.6%,1
467,110.4302360844,-7.5393491923,1817.574,51.696,24090.3,56.268,24235.9,23.3,43.0%,1
468,110.4307044991,-7.5393492148,1840.806,51.696,24142,56.676,24292.6,24.2,44.9%,1
469,110.4311729138,-7.5393492369,1868.091,51.696,24193.7,58.454,24351.1,27.8,52.8%,1
470,110.4316413285,-7.5393492585,1894.516,51.696,24245.4,58.058,24409.1,27.1,51.1%,1
471,110.4321097432,-7.5393492795,1917.178,51.696,24297.1,56.445,24465.6,23.7,43.8%,1
472,110.4325781578,-7.5393493001,1937.286,51.696,24348.8,55.469,24521,21.3,38.9%,1
473,110.4330465725,-7.5393493201,1962.036,51.696,24400.5,57.315,24578.3,25.6,47.9%,1
474,110.4335149872,-7.5393493397,1994.855,51.696,24452.2,61.234,24639.6,32.4,63.5%,1
475,110.4339834019,-7.5393493587,2020.216,51.696,24503.8,57.582,24697.2,26.1,49.1%,1
476,110.4344518166,-7.5393493773,2035.302,51.696,24555.5,53.852,24751,16.3,29.2%,1
477,110.4349202313,-7.5393493954,2052.296,51.696,24607.2,54.418,24805.4,18.2,32.9%,1
478,110.4353886459,-7.5393494129,2108.909,51.696,24658.9,76.665,24882.1,47.6,109.5%,1
479,110.4358570606,-7.5393494299,2149.854,51.696,24710.6,65.946,24948,38.4,79.2%,1
480,110.4363254753,-7.5393494465,2180.979,51.696,24762.3,60.343,25008.4,31.1,60.2%,1
481,110.4367938900,-7.5393494625,2214.018,51.696,24814,61.352,25069.7,32.6,63.9%,1
482,110.4372623047,-7.5393494781,2246.86,51.696,24865.7,61.246,25131,32.4,63.5%,1
483,110.4377307194,-7.5393494931,2281.701,51.696,24917.4,62.34,25193.3,34.0,67.4%,1
484,110.4381991341,-7.5393495077,2315.126,51.696,24969.1,61.56,25254.9,32.9,64.7%,1
485,110.4386675487,-7.5393495217,2346.905,51.696,25020.8,60.682,25315.6,31.6,61.5%,1
486,110.4391359634,-7.5393495352,2379.521,51.696,25072.5,61.125,25376.7,32.2,63.1%,1
487,110.4396043781,-7.5393495483,2411.915,51.696,25124.2,61.007,25437.7,32.1,62.7%,1
488,110.4400727928,-7.5393495608,2445.454,51.696,25175.9,61.623,25499.3,33.0,64.9%,1
489,110.4405412075,-7.5393495728,2483.711,51.696,25227.6,64.313,25563.6,36.5,74.0%,1
490,110.4410096222,-7.5393495844,2524.259,51.696,25279.3,65.701,25629.3,38.1,78.4%,1
491,110.4414780369,-7.5393495954,2567.839,51.696,25331,67.615,25696.9,40.1,84.3%,1
492,110.4419464515,-7.5393496059,2602.164,51.696,25382.7,62.054,25759,33.6,66.4%,1
493,110.4424148662,-7.5393496160,2632.334,51.696,25434.4,59.856,25818.9,30.3,58.4%,1
494,110.4428832809,-7.5393496255,2677.587,51.696,25486.1,68.704,25887.6,41.2,87.5%,1
495,110.4433516956,-7.5393496345,2724.983,51.696,25537.8,70.135,25957.7,42.5,91.7%,1
496,110.4438201103,-7.5393496430,2764.264,51.696,25589.5,64.926,26022.6,37.2,76.0%,1
497,110.4442885250,-7.5393496511,2800.885,51.696,25641.2,63.353,26086,35.3,70.8%,1
498,110.4447569396,-7.5393496586,2826.781,51.696,25692.9,57.819,26143.8,26.6,50.1%,1
499,110.4452253543,-7.5393496656,2858.115,51.696,25744.5,60.451,26204.2,31.2,60.6%,1
500,110.4456937690,-7.5393496721,2876.836,51.696,25796.2,54.981,26259.2,19.9,36.2%,1
501,110.4461621837,-7.5393496781,2889.18,51.696,25847.9,53.149,26312.4,13.4,23.9%,1
502,110.4466305984,-7.5393496837,2893.761,51.696,25899.6,51.898,26364.3,5.1,8.9%,1
503,110.4470990131,-7.5393496887,2889.19,51.696,25951.3,51.898,26416.2,5.1,8.8%,1
504,110.4475674278,-7.5393496932,2861.385,51.696,26003,58.699,26474.9,28.3,53.8%,1
505,110.4480358424,-7.5393496972,2825.302,51.696,26054.7,63.043,26537.9,34.9,69.8%,1
506,110.4485042571,-7.5393497007,2797.294,51.696,26106.4,58.795,26596.7,28.4,54.2%,1
507,110.4489726718,-7.5393497037,2749.915,51.696,26158.1,70.123,26666.8,42.5,91.7%,1
508,110.4494410865,-7.5393497062,2688.235,51.696,26209.8,80.479,26747.3,50.0,119.3%,1
509,110.4499095012,-7.5393497082,2671.418,51.696,26261.5,54.362,26801.7,18.0,32.5%,1
510,110.4503779159,-7.5393497097,2654.902,51.696,26313.2,54.27,26855.9,17.7,31.9%,1
511,110.4508463306,-7.5393497107,2616.873,51.696,26364.9,64.177,26920.1,36.3,73.6%,1
512,110.4513147452,-7.5393497112,2596.243,51.696,26416.6,55.66,26975.8,21.8,39.9%,1
513,110.4517831599,-7.5393497112,2582.786,51.696,26468.3,53.419,27029.2,14.6,26.0%,1
514,110.4522515746,-7.5393497107,2570.053,51.696,26520,53.241,27082.4,13.8,24.6%,1
515,110.4527199893,-7.5393497097,2580.088,51.696,26571.7,52.661,27135.1,11.0,19.4%,1
516,110.4531884040,-7.5393497082,2578.601,51.696,26623.4,51.717,27186.8,1.6,2.9%,1
517,110.4536568187,-7.5393497062,2576.721,51.696,26675.1,51.73,27238.5,2.1,3.6%,1
518,110.4541252334,-7.5393497037,2565.682,51.696,26726.8,52.861,27291.4,12.1,21.4%,1
519,110.4545936480,-7.5393497007,2548.575,51.696,26778.5,54.453,27345.9,18.3,33.1%,1
520,110.4550620627,-7.5393496972,2533.671,51.696,26830.2,53.801,27399.7,16.1,28.8%,1
521,110.4555304774,-7.5393496932,2507.952,51.696,26881.9,57.74,27457.4,26.5,49.8%,1
522,110.4559988921,-7.5393496887,2484.262,51.696,26933.6,56.866,27514.3,24.6,45.8%,1
523,110.4564673068,-7.5393496837,2471.437,51.696,26985.2,53.263,27567.5,13.9,24.8%,1
524,110.4569357215,-7.5393496781,2468.771,51.696,27036.9,51.765,27619.3,3.0,5.2%,1
525,110.4574041362,-7.5393496721,2477.545,51.696,27088.6,52.435,27671.7,9.6,17.0%,1
526,110.4578725508,-7.5393496656,2483.189,51.696,27140.3,52.003,27723.7,6.2,10.9%,1
527,110.4583409655,-7.5393496586,2478.65,51.696,27192,51.895,27775.6,5.0,8.8%,1
528,110.4588093802,-7.5393496511,2470.075,51.696,27243.7,52.402,27828,9.4,16.6%,1
529,110.4592777949,-7.5393496430,2461.611,51.696,27295.4,52.384,27880.4,9.3,16.4%,1
530,110.4597462096,-7.5393496345,2450.815,51.696,27347.1,52.811,27933.2,11.8,20.9%,1
531,110.4602146243,-7.5393496255,2452.993,51.696,27398.8,51.742,27985,2.4,4.2%,1
532,110.4606830389,-7.5393496160,2420.01,51.696,27450.5,61.322,28046.3,32.5,63.8%,1
533,110.4611514536,-7.5393496059,2371.929,51.696,27502.2,70.599,28116.9,42.9,93.0%,1
534,110.4616198683,-7.5393495954,2332.006,51.696,27553.9,65.317,28182.2,37.7,77.2%,1
535,110.4620882830,-7.5393495844,2304.481,51.696,27605.6,58.567,28240.8,28.0,53.2%,1
536,110.4625566977,-7.5393495728,2273.178,51.696,27657.3,60.435,28301.2,31.2,60.6%,1
537,110.4630251124,-7.5393495608,2232.997,51.696,27709,65.475,28366.7,37.9,77.7%,1
538,110.4634935271,-7.5393495483,2183.16,51.696,27760.7,71.807,28438.5,44.0,96.4%,1
539,110.4639619417,-7.5393495352,2152.6,51.696,27812.4,60.054,28498.5,30.6,59.1%,1
540,110.4644303564,-7.5393495217,2130.858,51.696,27864.1,56.082,28554.6,22.8,42.1%,1
541,110.4648987711,-7.5393495077,2097.229,51.696,27915.8,61.671,28616.3,33.0,65.1%,1
542,110.4653671858,-7.5393494931,2063.916,51.696,27967.5,61.5,28677.8,32.8,64.4%,1
543,110.4658356005,-7.5393494781,2042.769,51.696,28019.2,55.854,28733.7,22.2,40.9%,1
544,110.4663040152,-7.5393494625,2028.001,51.696,28070.9,53.764,28787.4,15.9,28.6%,1
545,110.4667724299,-7.5393494465,1997.692,51.696,28122.6,59.926,28847.3,30.4,58.6%,1
546,110.4672408445,-7.5393494299,1973.236,51.696,28174.3,57.189,28904.5,25.3,47.3%,1
547,110.4677092592,-7.5393494129,1936.783,51.696,28225.9,63.255,28967.8,35.2,70.5%,1
548,110.4681776739,-7.5393493953,1889.05,51.696,28277.6,70.363,29038.1,42.7,92.3%,1
549,110.4686460886,-7.5393493773,1856.771,51.696,28329.3,60.946,29099.1,32.0,62.4%,1
550,110.4691145033,-7.5393493587,1843.753,51.696,28381,53.31,29152.4,14.1,25.2%,1
551,110.4695829180,-7.5393493397,1826.904,51.696,28432.7,54.372,29206.8,18.1,32.6%,1
552,110.4700513326,-7.5393493201,1798.352,51.696,28484.4,59.057,29265.8,28.9,55.2%,1
553,110.4705197473,-7.5393493001,1781.084,51.696,28536.1,54.503,29320.3,18.5,33.4%,1
554,110.4709881620,-7.5393492795,1751.399,51.696,28587.8,59.613,29379.9,29.9,57.4%,1
555,110.4714565767,-7.5393492585,1712.395,51.696,28639.5,64.76,29444.7,37.0,75.4%,1
556,110.4719249914,-7.5393492369,1620.219,51.696,28691.2,105.68,29550.4,60.7,178.3%,1
557,110.4723934061,-7.5393492148,1601.374,51.696,28742.9,55.024,29605.4,20.0,36.5%,1
